bnhm_id	ScientificName	ColloquialName	Kingdom	Phylum	Class	Subclass	Ordr	Suborder	Family	Superfamily	Subfamily	Tribe	Subtribe	Genus	Subgenus	SpecificEpithet	SubspecificEpithet	Taxon_Certainty	ScientificNameAuthor	IdentificationQualifier	IdentifiedBy	YearIdentified	MonthIdentified	DayIdentified	PreviousID	InstitutionCode	CollectionCode	CatalogNumberNumeric	AccessionNumber	Collector	Collector2	Collector3	Collector4	Collector5	CollectorNumber	YearCollected	MonthCollected	DayCollected	YearCollected2	MonthCollected2	DayCollected2	VerbatimCollectingLabel	VerbatimIDLabel	CollectingLabelNotes	TimeofDay	ContinentOcean	IslandGroup	Island	Country	StateProvince	County	Locality	DecimalLongitude	DecimalLatitude	HorizontalDatum	OriginalCoordSystem	VerbatimLongitude	VerbatimLatitude	MaxErrorInMeters	MinElevationMeters	MaxElevationMeters	ElevationText	MinDepthMeters	MaxDepthMeters	DepthText	GeorefReference	Lat_Long_Determined_By	Lat_Long_Determined_Date	GeorefRemarks	DateFirstEntered	EnteredBy	DateLastModified	ModifiedBy	ModifyReason	TypeStatus	Caste	LifeStage	IndividualCount	NumMales	NumFemales	NumOther	Parts	PreparationType	BasisOfRecord	Habitat	MicroHabitat	Associated_Taxon	Association_Type	OtherCatalogNumbers	RelatedCatalogItem	LoanNumber	Notes	DNASequenceNo	RecheckFlag	Collectors_Loc	Collectors_ID	HoldingInstitution	Coll_EventID	Collection_Method	parent_record	child_exists	ProjectName	
EMEC555841	Bombus griseocollis		Animalia	Arthropoda	Insecta	Pterygota	Hymenoptera	Apocrita: Aculeata	Apidae	Apoidea	Apinae	Bombini		Bombus		griseocollis										EMEC		555841		J. R. Powers						2000	8	22											United States	North Dakota	Ransom - Richland County	1 mi SE of McLeod	-97.28028	46.38278	WGS1984				250.0000							unknown	Douglas Yanega	2015-12-30		2019-07-23	Douglas Yanega						adult	1		1			pin	PreservedSpecimen													Essig Museum of Entomology						
EMEC555842	Bombus griseocollis		Animalia	Arthropoda	Insecta	Pterygota	Hymenoptera	Apocrita: Aculeata	Apidae	Apoidea	Apinae	Bombini		Bombus		griseocollis										EMEC		555842		J. R. Powers						2000	8	22											United States	North Dakota	Ransom - Richland County	1 mi SE of McLeod	-97.28028	46.38278	WGS1984				250.0000							unknown	Douglas Yanega	2015-12-30		2019-07-23	Douglas Yanega						adult	1		1			pin	PreservedSpecimen													Essig Museum of Entomology						
EMEC555843	Bombus griseocollis		Animalia	Arthropoda	Insecta	Pterygota	Hymenoptera	Apocrita: Aculeata	Apidae	Apoidea	Apinae	Bombini		Bombus		griseocollis										EMEC		555843		J. R. Powers						2000	8	22											United States	North Dakota	Ransom - Richland County	1 mi SE of McLeod	-97.28028	46.38278	WGS1984				250.0000							unknown	Douglas Yanega	2015-12-30		2019-07-23	Douglas Yanega						adult	1		1			pin	PreservedSpecimen													Essig Museum of Entomology						
EMEC555844	Bombus griseocollis		Animalia	Arthropoda	Insecta	Pterygota	Hymenoptera	Apocrita: Aculeata	Apidae	Apoidea	Apinae	Bombini		Bombus		griseocollis										EMEC		555844		J. R. Powers						2000	8	22											United States	North Dakota	Ransom - Richland County	1 mi SE of McLeod	-97.28028	46.38278	WGS1984				250.0000							unknown	Douglas Yanega	2015-12-30		2019-07-23	Douglas Yanega						adult	1		1			pin	PreservedSpecimen													Essig Museum of Entomology						
EMEC555845	Bombus griseocollis		Animalia	Arthropoda	Insecta	Pterygota	Hymenoptera	Apocrita: Aculeata	Apidae	Apoidea	Apinae	Bombini		Bombus		griseocollis										EMEC		555845		J. R. Powers						2000	8	22											United States	North Dakota	Ransom - Richland County	1 mi SE of McLeod	-97.28028	46.38278	WGS1984				250.0000							unknown	Douglas Yanega	2015-12-30		2019-07-23	Douglas Yanega						adult	1		1			pin	PreservedSpecimen													Essig Museum of Entomology						
EMEC555846	Bombus griseocollis		Animalia	Arthropoda	Insecta	Pterygota	Hymenoptera	Apocrita: Aculeata	Apidae	Apoidea	Apinae	Bombini		Bombus		griseocollis										EMEC		555846		J. R. Powers						2000	8	22											United States	North Dakota	Ransom - Richland County	1 mi SE of McLeod	-97.28028	46.38278	WGS1984				250.0000							unknown	Douglas Yanega	2015-12-30		2019-07-23	Douglas Yanega						adult	1		1			pin	PreservedSpecimen													Essig Museum of Entomology						
EMEC555847	Bombus griseocollis		Animalia	Arthropoda	Insecta	Pterygota	Hymenoptera	Apocrita: Aculeata	Apidae	Apoidea	Apinae	Bombini		Bombus		griseocollis										EMEC		555847		J. R. Powers						2000	8	22											United States	North Dakota	Ransom - Richland County	1 mi SE of McLeod	-97.28028	46.38278	WGS1984				250.0000							unknown	Douglas Yanega	2015-12-30		2019-07-23	Douglas Yanega						adult	1		1			pin	PreservedSpecimen													Essig Museum of Entomology						
EMEC555848	Bombus griseocollis		Animalia	Arthropoda	Insecta	Pterygota	Hymenoptera	Apocrita: Aculeata	Apidae	Apoidea	Apinae	Bombini		Bombus		griseocollis										EMEC		555848		J. R. Powers						2000	8	22											United States	North Dakota	Ransom - Richland County	1 mi SE of McLeod	-97.28028	46.38278	WGS1984				250.0000							unknown	Douglas Yanega	2015-12-30		2019-07-23	Douglas Yanega						adult	1		1			pin	PreservedSpecimen													Essig Museum of Entomology						
EMEC555849	Bombus griseocollis		Animalia	Arthropoda	Insecta	Pterygota	Hymenoptera	Apocrita: Aculeata	Apidae	Apoidea	Apinae	Bombini		Bombus		griseocollis										EMEC		555849		J. R. Powers						2000	8	22											United States	North Dakota	Ransom - Richland County	1 mi SE of McLeod	-97.28028	46.38278	WGS1984				250.0000							unknown	Douglas Yanega	2015-12-30		2019-07-23	Douglas Yanega						adult	1		1			pin	PreservedSpecimen													Essig Museum of Entomology						
EMEC555850	Bombus griseocollis		Animalia	Arthropoda	Insecta	Pterygota	Hymenoptera	Apocrita: Aculeata	Apidae	Apoidea	Apinae	Bombini		Bombus		griseocollis										EMEC		555850		J. R. Powers						2000	8	22											United States	North Dakota	Ransom - Richland County	1 mi SE of McLeod	-97.28028	46.38278	WGS1984				250.0000							unknown	Douglas Yanega	2015-12-30		2019-07-23	Douglas Yanega						adult	1		1			pin	PreservedSpecimen													Essig Museum of Entomology						
EMEC555851	Bombus griseocollis		Animalia	Arthropoda	Insecta	Pterygota	Hymenoptera	Apocrita: Aculeata	Apidae	Apoidea	Apinae	Bombini		Bombus		griseocollis										EMEC		555851		J. R. Powers						2000	8	22											United States	North Dakota	Ransom - Richland County	1 mi SE of McLeod	-97.28028	46.38278	WGS1984				250.0000							unknown	Douglas Yanega	2015-12-30		2019-07-23	Douglas Yanega						adult	1		1			pin	PreservedSpecimen													Essig Museum of Entomology						
EMEC555852	Bombus griseocollis		Animalia	Arthropoda	Insecta	Pterygota	Hymenoptera	Apocrita: Aculeata	Apidae	Apoidea	Apinae	Bombini		Bombus		griseocollis										EMEC		555852		J. R. Powers						2000	8	22											United States	North Dakota	Ransom - Richland County	1 mi SE of McLeod	-97.28028	46.38278	WGS1984				250.0000							unknown	Douglas Yanega	2015-12-30		2019-07-23	Douglas Yanega						adult	1		1			pin	PreservedSpecimen													Essig Museum of Entomology						
EMEC555853	Bombus griseocollis		Animalia	Arthropoda	Insecta	Pterygota	Hymenoptera	Apocrita: Aculeata	Apidae	Apoidea	Apinae	Bombini		Bombus		griseocollis										EMEC		555853		J. R. Powers						2000	8	22											United States	North Dakota	Ransom - Richland County	1 mi SE of McLeod	-97.28028	46.38278	WGS1984				250.0000							unknown	Douglas Yanega	2015-12-30		2019-07-23	Douglas Yanega						adult	1		1			pin	PreservedSpecimen													Essig Museum of Entomology						
EMEC555854	Bombus griseocollis		Animalia	Arthropoda	Insecta	Pterygota	Hymenoptera	Apocrita: Aculeata	Apidae	Apoidea	Apinae	Bombini		Bombus		griseocollis										EMEC		555854		J. R. Powers						2000	8	22											United States	North Dakota	Ransom - Richland County	1 mi SE of McLeod	-97.28028	46.38278	WGS1984				250.0000							unknown	Douglas Yanega	2015-12-30		2019-07-23	Douglas Yanega						adult	1		1			pin	PreservedSpecimen													Essig Museum of Entomology						
EMEC555855	Bombus griseocollis		Animalia	Arthropoda	Insecta	Pterygota	Hymenoptera	Apocrita: Aculeata	Apidae	Apoidea	Apinae	Bombini		Bombus		griseocollis										EMEC		555855		J. R. Powers						2000	8	22											United States	North Dakota	Ransom - Richland County	1 mi SE of McLeod	-97.28028	46.38278	WGS1984				250.0000							unknown	Douglas Yanega	2015-12-30		2019-07-23	Douglas Yanega						adult	1		1			pin	PreservedSpecimen													Essig Museum of Entomology						
EMEC555856	Bombus griseocollis		Animalia	Arthropoda	Insecta	Pterygota	Hymenoptera	Apocrita: Aculeata	Apidae	Apoidea	Apinae	Bombini		Bombus		griseocollis										EMEC		555856		J. R. Powers						2000	8	22											United States	North Dakota	Ransom - Richland County	1 mi SE of McLeod	-97.28028	46.38278	WGS1984				250.0000							unknown	Douglas Yanega	2015-12-30		2019-07-23	Douglas Yanega						adult	1		1			pin	PreservedSpecimen													Essig Museum of Entomology						
EMEC555857	Bombus griseocollis		Animalia	Arthropoda	Insecta	Pterygota	Hymenoptera	Apocrita: Aculeata	Apidae	Apoidea	Apinae	Bombini		Bombus		griseocollis										EMEC		555857		J. R. Powers						2000	8	22											United States	North Dakota	Ransom - Richland County	1 mi SE of McLeod	-97.28028	46.38278	WGS1984				250.0000							unknown	Douglas Yanega	2015-12-30		2019-07-23	Douglas Yanega						adult	1		1			pin	PreservedSpecimen													Essig Museum of Entomology						
EMEC555858	Bombus griseocollis		Animalia	Arthropoda	Insecta	Pterygota	Hymenoptera	Apocrita: Aculeata	Apidae	Apoidea	Apinae	Bombini		Bombus		griseocollis										EMEC		555858		J. R. Powers						2000	8	22											United States	North Dakota	Ransom - Richland County	1 mi SE of McLeod	-97.28028	46.38278	WGS1984				250.0000							unknown	Douglas Yanega	2015-12-30		2019-07-23	Douglas Yanega						adult	1		1			pin	PreservedSpecimen													Essig Museum of Entomology						
EMEC555859	Bombus griseocollis		Animalia	Arthropoda	Insecta	Pterygota	Hymenoptera	Apocrita: Aculeata	Apidae	Apoidea	Apinae	Bombini		Bombus		griseocollis										EMEC		555859		J. R. Powers						2000	8	22											United States	North Dakota	Ransom - Richland County	1 mi SE of McLeod	-97.28028	46.38278	WGS1984				250.0000							unknown	Douglas Yanega	2015-12-30		2019-07-23	Douglas Yanega						adult	1		1			pin	PreservedSpecimen													Essig Museum of Entomology						
EMEC555860	Bombus griseocollis		Animalia	Arthropoda	Insecta	Pterygota	Hymenoptera	Apocrita: Aculeata	Apidae	Apoidea	Apinae	Bombini		Bombus		griseocollis										EMEC		555860		J. R. Powers						2000	8	22											United States	North Dakota	Ransom - Richland County	1 mi SE of McLeod	-97.28028	46.38278	WGS1984				250.0000							unknown	Douglas Yanega	2015-12-30		2019-07-23	Douglas Yanega						adult	1		1			pin	PreservedSpecimen													Essig Museum of Entomology						
EMEC555861	Bombus griseocollis		Animalia	Arthropoda	Insecta	Pterygota	Hymenoptera	Apocrita: Aculeata	Apidae	Apoidea	Apinae	Bombini		Bombus		griseocollis										EMEC		555861		J. R. Powers						2000	8	22											United States	North Dakota	Ransom - Richland County	1 mi SE of McLeod	-97.28028	46.38278	WGS1984				250.0000							unknown	Douglas Yanega	2015-12-30		2019-07-23	Douglas Yanega						adult	1		1			pin	PreservedSpecimen													Essig Museum of Entomology						
EMEC555862	Bombus griseocollis		Animalia	Arthropoda	Insecta	Pterygota	Hymenoptera	Apocrita: Aculeata	Apidae	Apoidea	Apinae	Bombini		Bombus		griseocollis										EMEC		555862		J. R. Powers						2000	8	22											United States	North Dakota	Ransom - Richland County	1 mi SE of McLeod	-97.28028	46.38278	WGS1984				250.0000							unknown	Douglas Yanega	2015-12-30		2019-07-23	Douglas Yanega						adult	1		1			pin	PreservedSpecimen													Essig Museum of Entomology						
EMEC555863	Bombus griseocollis		Animalia	Arthropoda	Insecta	Pterygota	Hymenoptera	Apocrita: Aculeata	Apidae	Apoidea	Apinae	Bombini		Bombus		griseocollis										EMEC		555863		J. R. Powers						2000	8	22											United States	North Dakota	Ransom - Richland County	1 mi SE of McLeod	-97.28028	46.38278	WGS1984				250.0000							unknown	Douglas Yanega	2015-12-30		2019-07-23	Douglas Yanega						adult	1		1			pin	PreservedSpecimen													Essig Museum of Entomology						
EMEC555864	Bombus griseocollis		Animalia	Arthropoda	Insecta	Pterygota	Hymenoptera	Apocrita: Aculeata	Apidae	Apoidea	Apinae	Bombini		Bombus		griseocollis										EMEC		555864		J. R. Powers						2000	8	22											United States	North Dakota	Ransom - Richland County	1 mi SE of McLeod	-97.28028	46.38278	WGS1984				250.0000							unknown	Douglas Yanega	2015-12-30		2019-07-23	Douglas Yanega						adult	1		1			pin	PreservedSpecimen													Essig Museum of Entomology						
EMEC555865	Bombus griseocollis		Animalia	Arthropoda	Insecta	Pterygota	Hymenoptera	Apocrita: Aculeata	Apidae	Apoidea	Apinae	Bombini		Bombus		griseocollis										EMEC		555865		J. R. Powers						2000	8	22											United States	North Dakota	Ransom - Richland County	1 mi SE of McLeod	-97.28028	46.38278	WGS1984				250.0000							unknown	Douglas Yanega	2015-12-30		2019-07-23	Douglas Yanega						adult	1		1			pin	PreservedSpecimen													Essig Museum of Entomology						
EMEC555866	Bombus griseocollis		Animalia	Arthropoda	Insecta	Pterygota	Hymenoptera	Apocrita: Aculeata	Apidae	Apoidea	Apinae	Bombini		Bombus		griseocollis										EMEC		555866		J. R. Powers						2000	8	22											United States	North Dakota	Ransom - Richland County	1 mi SE of McLeod	-97.28028	46.38278	WGS1984				250.0000							unknown	Douglas Yanega	2015-12-30		2019-07-23	Douglas Yanega						adult	1		1			pin	PreservedSpecimen													Essig Museum of Entomology						
EMEC555867	Bombus griseocollis		Animalia	Arthropoda	Insecta	Pterygota	Hymenoptera	Apocrita: Aculeata	Apidae	Apoidea	Apinae	Bombini		Bombus		griseocollis										EMEC		555867		J. R. Powers						2000	8	22											United States	North Dakota	Ransom - Richland County	1 mi SE of McLeod	-97.28028	46.38278	WGS1984				250.0000							unknown	Douglas Yanega	2015-12-30		2019-07-23	Douglas Yanega						adult	1		1			pin	PreservedSpecimen													Essig Museum of Entomology						
EMEC555868	Bombus griseocollis		Animalia	Arthropoda	Insecta	Pterygota	Hymenoptera	Apocrita: Aculeata	Apidae	Apoidea	Apinae	Bombini		Bombus		griseocollis										EMEC		555868		J. R. Powers						2000	8	22											United States	North Dakota	Ransom - Richland County	1 mi SE of McLeod	-97.28028	46.38278	WGS1984				250.0000							unknown	Douglas Yanega	2015-12-30		2019-07-23	Douglas Yanega						adult	1		1			pin	PreservedSpecimen													Essig Museum of Entomology						
EMEC555869	Bombus griseocollis		Animalia	Arthropoda	Insecta	Pterygota	Hymenoptera	Apocrita: Aculeata	Apidae	Apoidea	Apinae	Bombini		Bombus		griseocollis										EMEC		555869		J. R. Powers						2000	8	22											United States	North Dakota	Ransom - Richland County	1 mi SE of McLeod	-97.28028	46.38278	WGS1984				250.0000							unknown	Douglas Yanega	2015-12-30		2019-07-23	Douglas Yanega						adult	1		1			pin	PreservedSpecimen													Essig Museum of Entomology						
EMEC555870	Bombus griseocollis		Animalia	Arthropoda	Insecta	Pterygota	Hymenoptera	Apocrita: Aculeata	Apidae	Apoidea	Apinae	Bombini		Bombus		griseocollis										EMEC		555870		J. R. Powers						2000	8	22											United States	North Dakota	Ransom - Richland County	1 mi SE of McLeod	-97.28028	46.38278	WGS1984				250.0000							unknown	Douglas Yanega	2015-12-30		2019-07-23	Douglas Yanega						adult	1		1			pin	PreservedSpecimen													Essig Museum of Entomology						
EMEC555871	Bombus griseocollis		Animalia	Arthropoda	Insecta	Pterygota	Hymenoptera	Apocrita: Aculeata	Apidae	Apoidea	Apinae	Bombini		Bombus		griseocollis										EMEC		555871		J. R. Powers						2000	8	22											United States	North Dakota	Ransom - Richland County	1 mi SE of McLeod	-97.28028	46.38278	WGS1984				250.0000							unknown	Douglas Yanega	2015-12-30		2019-07-23	Douglas Yanega						adult	1		1			pin	PreservedSpecimen													Essig Museum of Entomology						
EMEC555872	Bombus griseocollis		Animalia	Arthropoda	Insecta	Pterygota	Hymenoptera	Apocrita: Aculeata	Apidae	Apoidea	Apinae	Bombini		Bombus		griseocollis										EMEC		555872		J. R. Powers						2000	8	22											United States	North Dakota	Ransom - Richland County	1 mi SE of McLeod	-97.28028	46.38278	WGS1984				250.0000							unknown	Douglas Yanega	2015-12-30		2019-07-23	Douglas Yanega						adult	1		1			pin	PreservedSpecimen													Essig Museum of Entomology						
EMEC555873	Bombus griseocollis		Animalia	Arthropoda	Insecta	Pterygota	Hymenoptera	Apocrita: Aculeata	Apidae	Apoidea	Apinae	Bombini		Bombus		griseocollis										EMEC		555873		J. R. Powers						2000	8	22											United States	North Dakota	Ransom - Richland County	1 mi SE of McLeod	-97.28028	46.38278	WGS1984				250.0000							unknown	Douglas Yanega	2015-12-30		2019-07-23	Douglas Yanega						adult	1		1			pin	PreservedSpecimen													Essig Museum of Entomology						
EMEC555874	Bombus griseocollis		Animalia	Arthropoda	Insecta	Pterygota	Hymenoptera	Apocrita: Aculeata	Apidae	Apoidea	Apinae	Bombini		Bombus		griseocollis										EMEC		555874		J. R. Powers						2000	8	22											United States	North Dakota	Ransom - Richland County	1 mi SE of McLeod	-97.28028	46.38278	WGS1984				250.0000							unknown	Douglas Yanega	2015-12-30		2019-07-23	Douglas Yanega						adult	1		1			pin	PreservedSpecimen													Essig Museum of Entomology						
EMEC555875	Bombus griseocollis		Animalia	Arthropoda	Insecta	Pterygota	Hymenoptera	Apocrita: Aculeata	Apidae	Apoidea	Apinae	Bombini		Bombus		griseocollis										EMEC		555875		J. R. Powers						2000	7	10											United States	North Dakota	Ransom - Richland County	1 mi SE of McLeod	-97.28028	46.38278	WGS1984				250.0000							unknown	Douglas Yanega	2015-12-30		2019-07-23	Douglas Yanega						adult	1		1			pin	PreservedSpecimen													Essig Museum of Entomology						
EMEC555876	Bombus griseocollis		Animalia	Arthropoda	Insecta	Pterygota	Hymenoptera	Apocrita: Aculeata	Apidae	Apoidea	Apinae	Bombini		Bombus		griseocollis										EMEC		555876		J. R. Powers						2000	7	10											United States	North Dakota	Ransom - Richland County	1 mi SE of McLeod	-97.28028	46.38278	WGS1984				250.0000							unknown	Douglas Yanega	2015-12-30		2019-07-23	Douglas Yanega						adult	1		1			pin	PreservedSpecimen													Essig Museum of Entomology						
EMEC555877	Bombus griseocollis		Animalia	Arthropoda	Insecta	Pterygota	Hymenoptera	Apocrita: Aculeata	Apidae	Apoidea	Apinae	Bombini		Bombus		griseocollis										EMEC		555877		J. R. Powers						2000	7	10											United States	North Dakota	Ransom - Richland County	1 mi SE of McLeod	-97.28028	46.38278	WGS1984				250.0000							unknown	Douglas Yanega	2015-12-30		2019-07-23	Douglas Yanega						adult	1		1			pin	PreservedSpecimen													Essig Museum of Entomology						
EMEC555878	Bombus griseocollis		Animalia	Arthropoda	Insecta	Pterygota	Hymenoptera	Apocrita: Aculeata	Apidae	Apoidea	Apinae	Bombini		Bombus		griseocollis										EMEC		555878		J. R. Powers						2000	7	10											United States	North Dakota	Ransom - Richland County	1 mi SE of McLeod	-97.28028	46.38278	WGS1984				250.0000							unknown	Douglas Yanega	2015-12-30		2019-07-23	Douglas Yanega						adult	1		1			pin	PreservedSpecimen													Essig Museum of Entomology						
EMEC555885	Bombus griseocollis		Animalia	Arthropoda	Insecta	Pterygota	Hymenoptera	Apocrita: Aculeata	Apidae	Apoidea	Apinae	Bombini		Bombus		griseocollis										EMEC		555885		J. R. Powers						2000	8	18											United States	North Dakota	Ransom - Richland County	1 mi SE of McLeod	-97.28028	46.38278	WGS1984				250.0000							unknown	Douglas Yanega	2015-12-30		2019-07-23	Douglas Yanega						adult	1		1			pin	PreservedSpecimen													Essig Museum of Entomology						
EMEC555886	Bombus griseocollis		Animalia	Arthropoda	Insecta	Pterygota	Hymenoptera	Apocrita: Aculeata	Apidae	Apoidea	Apinae	Bombini		Bombus		griseocollis										EMEC		555886		J. R. Powers						2000	8	18											United States	North Dakota	Ransom - Richland County	1 mi SE of McLeod	-97.28028	46.38278	WGS1984				250.0000							unknown	Douglas Yanega	2015-12-30		2019-07-23	Douglas Yanega						adult	1		1			pin	PreservedSpecimen													Essig Museum of Entomology						
