bnhm_id	ScientificName	ColloquialName	Kingdom	Phylum	Class	Subclass	Ordr	Suborder	Family	Superfamily	Subfamily	Tribe	Subtribe	Genus	Subgenus	SpecificEpithet	SubspecificEpithet	Taxon_Certainty	ScientificNameAuthor	IdentificationQualifier	IdentifiedBy	YearIdentified	MonthIdentified	DayIdentified	PreviousID	InstitutionCode	CollectionCode	CatalogNumberNumeric	AccessionNumber	Collector	Collector2	Collector3	Collector4	Collector5	CollectorNumber	YearCollected	MonthCollected	DayCollected	YearCollected2	MonthCollected2	DayCollected2	VerbatimCollectingLabel	VerbatimIDLabel	CollectingLabelNotes	TimeofDay	ContinentOcean	IslandGroup	Island	Country	StateProvince	County	Locality	DecimalLongitude	DecimalLatitude	HorizontalDatum	OriginalCoordSystem	VerbatimLongitude	VerbatimLatitude	MaxErrorInMeters	MinElevationMeters	MaxElevationMeters	ElevationText	MinDepthMeters	MaxDepthMeters	DepthText	GeorefReference	Lat_Long_Determined_By	Lat_Long_Determined_Date	GeorefRemarks	DateFirstEntered	EnteredBy	DateLastModified	ModifiedBy	ModifyReason	TypeStatus	Caste	LifeStage	IndividualCount	NumMales	NumFemales	NumOther	Parts	PreparationType	BasisOfRecord	Habitat	MicroHabitat	Associated_Taxon	Association_Type	OtherCatalogNumbers	RelatedCatalogItem	LoanNumber	Notes	DNASequenceNo	RecheckFlag	Collectors_Loc	Collectors_ID	HoldingInstitution	Coll_EventID	Collection_Method	parent_record	child_exists	ProjectName	
EMEC400149	Drepanulatrix monicaria		Animalia	Arthropoda	Insecta	Pterygota	Lepidoptera	Glossata: Ditrysia	Geometridae	Geometroidea	Ennominae	Caberini		Drepanulatrix		monicaria			(Guenée, 1857)							EMEC		400149		Jerry A. Powell						2000	9	30								North America			United States	California	Marin County	Inverness Ridge, above Sunnyside Road	-122.85145	38.06826	WGS1984				338.0000							Google Maps+GeoLocate	Gordon M. Nishida	2016-09-14	Assumed variant for Sunnyside Drive, point and error radius arbitrary	2010-09-02	Gordon M. Nishida	2016-10-03	Gordon M. Nishida					1	1				pin	PreservedSpecimen													Essig Museum of Entomology		blacklight trap			Powell Inverness Card Records	
EMEC400150	Drepanulatrix monicaria		Animalia	Arthropoda	Insecta	Pterygota	Lepidoptera	Glossata: Ditrysia	Geometridae	Geometroidea	Ennominae	Caberini		Drepanulatrix		monicaria			(Guenée, 1857)							EMEC		400150		Jerry A. Powell						2000	9	30								North America			United States	California	Marin County	Inverness Ridge, above Sunnyside Road	-122.85145	38.06826	WGS1984				338.0000							Google Maps+GeoLocate	Gordon M. Nishida	2016-09-14	Assumed variant for Sunnyside Drive, point and error radius arbitrary	2010-09-02	Gordon M. Nishida	2016-10-03	Gordon M. Nishida					1	1				pin	PreservedSpecimen													Essig Museum of Entomology		blacklight trap			Powell Inverness Card Records	
EMEC400151	Drepanulatrix monicaria		Animalia	Arthropoda	Insecta	Pterygota	Lepidoptera	Glossata: Ditrysia	Geometridae	Geometroidea	Ennominae	Caberini		Drepanulatrix		monicaria			(Guenée, 1857)							EMEC		400151		Jerry A. Powell						2000	9	30								North America			United States	California	Marin County	Inverness Ridge, above Sunnyside Road	-122.85145	38.06826	WGS1984				338.0000							Google Maps+GeoLocate	Gordon M. Nishida	2016-09-14	Assumed variant for Sunnyside Drive, point and error radius arbitrary	2010-09-02	Gordon M. Nishida	2016-10-03	Gordon M. Nishida					1	1				pin	PreservedSpecimen													Essig Museum of Entomology		blacklight trap			Powell Inverness Card Records	
EMEC400152	Drepanulatrix monicaria		Animalia	Arthropoda	Insecta	Pterygota	Lepidoptera	Glossata: Ditrysia	Geometridae	Geometroidea	Ennominae	Caberini		Drepanulatrix		monicaria			(Guenée, 1857)							EMEC		400152		Jerry A. Powell						2000	9	30								North America			United States	California	Marin County	Inverness Ridge, above Sunnyside Road	-122.85145	38.06826	WGS1984				338.0000							Google Maps+GeoLocate	Gordon M. Nishida	2016-09-14	Assumed variant for Sunnyside Drive, point and error radius arbitrary	2010-09-02	Gordon M. Nishida	2016-10-03	Gordon M. Nishida					1	1				pin	PreservedSpecimen													Essig Museum of Entomology		blacklight trap			Powell Inverness Card Records	
EMEC400153	Drepanulatrix monicaria		Animalia	Arthropoda	Insecta	Pterygota	Lepidoptera	Glossata: Ditrysia	Geometridae	Geometroidea	Ennominae	Caberini		Drepanulatrix		monicaria			(Guenée, 1857)							EMEC		400153		Jerry A. Powell						2000	9	30								North America			United States	California	Marin County	Inverness Ridge, above Sunnyside Road	-122.85145	38.06826	WGS1984				338.0000							Google Maps+GeoLocate	Gordon M. Nishida	2016-09-14	Assumed variant for Sunnyside Drive, point and error radius arbitrary	2010-09-02	Gordon M. Nishida	2016-10-03	Gordon M. Nishida					1	1				pin	PreservedSpecimen													Essig Museum of Entomology		blacklight trap			Powell Inverness Card Records	
EMEC400154	Drepanulatrix monicaria		Animalia	Arthropoda	Insecta	Pterygota	Lepidoptera	Glossata: Ditrysia	Geometridae	Geometroidea	Ennominae	Caberini		Drepanulatrix		monicaria			(Guenée, 1857)							EMEC		400154		Jerry A. Powell						2000	9	30								North America			United States	California	Marin County	Inverness Ridge, above Sunnyside Road	-122.85145	38.06826	WGS1984				338.0000							Google Maps+GeoLocate	Gordon M. Nishida	2016-09-14	Assumed variant for Sunnyside Drive, point and error radius arbitrary	2010-09-02	Gordon M. Nishida	2016-10-03	Gordon M. Nishida					1	1				pin	PreservedSpecimen													Essig Museum of Entomology		blacklight trap			Powell Inverness Card Records	
EMEC400155	Drepanulatrix monicaria		Animalia	Arthropoda	Insecta	Pterygota	Lepidoptera	Glossata: Ditrysia	Geometridae	Geometroidea	Ennominae	Caberini		Drepanulatrix		monicaria			(Guenée, 1857)							EMEC		400155		Jerry A. Powell						2000	9	30								North America			United States	California	Marin County	Inverness Ridge, above Sunnyside Road	-122.85145	38.06826	WGS1984				338.0000							Google Maps+GeoLocate	Gordon M. Nishida	2016-09-14	Assumed variant for Sunnyside Drive, point and error radius arbitrary	2010-09-02	Gordon M. Nishida	2016-10-03	Gordon M. Nishida					1	1				pin	PreservedSpecimen													Essig Museum of Entomology		blacklight trap			Powell Inverness Card Records	
EMEC400156	Drepanulatrix monicaria		Animalia	Arthropoda	Insecta	Pterygota	Lepidoptera	Glossata: Ditrysia	Geometridae	Geometroidea	Ennominae	Caberini		Drepanulatrix		monicaria			(Guenée, 1857)							EMEC		400156		Jerry A. Powell						2000	9	30								North America			United States	California	Marin County	Inverness Ridge, above Sunnyside Road	-122.85145	38.06826	WGS1984				338.0000							Google Maps+GeoLocate	Gordon M. Nishida	2016-09-14	Assumed variant for Sunnyside Drive, point and error radius arbitrary	2010-09-02	Gordon M. Nishida	2016-10-03	Gordon M. Nishida					1	1				pin	PreservedSpecimen													Essig Museum of Entomology		blacklight trap			Powell Inverness Card Records	
EMEC400157	Drepanulatrix monicaria		Animalia	Arthropoda	Insecta	Pterygota	Lepidoptera	Glossata: Ditrysia	Geometridae	Geometroidea	Ennominae	Caberini		Drepanulatrix		monicaria			(Guenée, 1857)							EMEC		400157		Jerry A. Powell						2000	9	30								North America			United States	California	Marin County	Inverness Ridge, above Sunnyside Road	-122.85145	38.06826	WGS1984				338.0000							Google Maps+GeoLocate	Gordon M. Nishida	2016-09-14	Assumed variant for Sunnyside Drive, point and error radius arbitrary	2010-09-02	Gordon M. Nishida	2016-10-03	Gordon M. Nishida					1	1				pin	PreservedSpecimen													Essig Museum of Entomology		blacklight trap			Powell Inverness Card Records	
EMEC400158	Drepanulatrix monicaria		Animalia	Arthropoda	Insecta	Pterygota	Lepidoptera	Glossata: Ditrysia	Geometridae	Geometroidea	Ennominae	Caberini		Drepanulatrix		monicaria			(Guenée, 1857)							EMEC		400158		Jerry A. Powell						2000	9	30								North America			United States	California	Marin County	Inverness Ridge, above Sunnyside Road	-122.85145	38.06826	WGS1984				338.0000							Google Maps+GeoLocate	Gordon M. Nishida	2016-09-14	Assumed variant for Sunnyside Drive, point and error radius arbitrary	2010-09-02	Gordon M. Nishida	2016-10-03	Gordon M. Nishida					1	1				pin	PreservedSpecimen													Essig Museum of Entomology		blacklight trap			Powell Inverness Card Records	
EMEC400159	Drepanulatrix monicaria		Animalia	Arthropoda	Insecta	Pterygota	Lepidoptera	Glossata: Ditrysia	Geometridae	Geometroidea	Ennominae	Caberini		Drepanulatrix		monicaria			(Guenée, 1857)							EMEC		400159		Jerry A. Powell						2000	9	30								North America			United States	California	Marin County	Inverness Ridge, above Sunnyside Road	-122.85145	38.06826	WGS1984				338.0000							Google Maps+GeoLocate	Gordon M. Nishida	2016-09-14	Assumed variant for Sunnyside Drive, point and error radius arbitrary	2010-09-02	Gordon M. Nishida	2016-10-03	Gordon M. Nishida					1	1				pin	PreservedSpecimen													Essig Museum of Entomology		blacklight trap			Powell Inverness Card Records	
EMEC400160	Drepanulatrix monicaria		Animalia	Arthropoda	Insecta	Pterygota	Lepidoptera	Glossata: Ditrysia	Geometridae	Geometroidea	Ennominae	Caberini		Drepanulatrix		monicaria			(Guenée, 1857)							EMEC		400160		Jerry A. Powell						2000	10	9	2000	10	31					North America			United States	California	Marin County	Inverness, top of Highland Way	-122.86065	38.08810	WGS1984				574.0000							Google Maps+GeoLocate	Josephine Burns	2019-05-14	Point placed on trail beyond Highland Way, error extended down to top of Highland Way.	2010-09-02	Gordon M. Nishida	2019-05-14	Josephine Burns					1	1				pin	PreservedSpecimen													Essig Museum of Entomology		blacklight			Powell Inverness Card Records	
EMEC400161	Drepanulatrix monicaria		Animalia	Arthropoda	Insecta	Pterygota	Lepidoptera	Glossata: Ditrysia	Geometridae	Geometroidea	Ennominae	Caberini		Drepanulatrix		monicaria			(Guenée, 1857)							EMEC		400161		Jerry A. Powell						2000	10	9	2000	10	31					North America			United States	California	Marin County	Inverness, top of Highland Way	-122.86065	38.08810	WGS1984				574.0000							Google Maps+GeoLocate	Josephine Burns	2019-05-14	Point placed on trail beyond Highland Way, error extended down to top of Highland Way.	2010-09-02	Gordon M. Nishida	2019-05-14	Josephine Burns					1	1				pin	PreservedSpecimen													Essig Museum of Entomology		blacklight			Powell Inverness Card Records	
EMEC400162	Drepanulatrix monicaria		Animalia	Arthropoda	Insecta	Pterygota	Lepidoptera	Glossata: Ditrysia	Geometridae	Geometroidea	Ennominae	Caberini		Drepanulatrix		monicaria			(Guenée, 1857)							EMEC		400162		Jerry A. Powell						2000	10	9	2000	10	31					North America			United States	California	Marin County	Inverness, top of Highland Way	-122.86065	38.08810	WGS1984				574.0000							Google Maps+GeoLocate	Josephine Burns	2019-05-14	Point placed on trail beyond Highland Way, error extended down to top of Highland Way.	2010-09-02	Gordon M. Nishida	2019-05-14	Josephine Burns					1	1				pin	PreservedSpecimen													Essig Museum of Entomology		blacklight			Powell Inverness Card Records	
EMEC400163	Drepanulatrix monicaria		Animalia	Arthropoda	Insecta	Pterygota	Lepidoptera	Glossata: Ditrysia	Geometridae	Geometroidea	Ennominae	Caberini		Drepanulatrix		monicaria			(Guenée, 1857)							EMEC		400163		Jerry A. Powell						2000	10	9	2000	10	31					North America			United States	California	Marin County	Inverness, top of Highland Way	-122.86065	38.08810	WGS1984				574.0000							Google Maps+GeoLocate	Josephine Burns	2019-05-14	Point placed on trail beyond Highland Way, error extended down to top of Highland Way.	2010-09-02	Gordon M. Nishida	2019-05-14	Josephine Burns					1	1				pin	PreservedSpecimen													Essig Museum of Entomology		blacklight			Powell Inverness Card Records	
EMEC400164	Drepanulatrix monicaria		Animalia	Arthropoda	Insecta	Pterygota	Lepidoptera	Glossata: Ditrysia	Geometridae	Geometroidea	Ennominae	Caberini		Drepanulatrix		monicaria			(Guenée, 1857)							EMEC		400164		Jerry A. Powell						2000	10	9	2000	10	31					North America			United States	California	Marin County	Inverness, top of Highland Way	-122.86065	38.08810	WGS1984				574.0000							Google Maps+GeoLocate	Josephine Burns	2019-05-14	Point placed on trail beyond Highland Way, error extended down to top of Highland Way.	2010-09-02	Gordon M. Nishida	2019-05-14	Josephine Burns					1	1				pin	PreservedSpecimen													Essig Museum of Entomology		blacklight			Powell Inverness Card Records	
EMEC400165	Drepanulatrix monicaria		Animalia	Arthropoda	Insecta	Pterygota	Lepidoptera	Glossata: Ditrysia	Geometridae	Geometroidea	Ennominae	Caberini		Drepanulatrix		monicaria			(Guenée, 1857)							EMEC		400165		Jerry A. Powell						2000	10	9	2000	10	31					North America			United States	California	Marin County	Inverness, top of Highland Way	-122.86065	38.08810	WGS1984				574.0000							Google Maps+GeoLocate	Josephine Burns	2019-05-14	Point placed on trail beyond Highland Way, error extended down to top of Highland Way.	2010-09-02	Gordon M. Nishida	2019-05-14	Josephine Burns					1	1				pin	PreservedSpecimen													Essig Museum of Entomology		blacklight			Powell Inverness Card Records	
EMEC400166	Drepanulatrix monicaria		Animalia	Arthropoda	Insecta	Pterygota	Lepidoptera	Glossata: Ditrysia	Geometridae	Geometroidea	Ennominae	Caberini		Drepanulatrix		monicaria			(Guenée, 1857)							EMEC		400166		Jerry A. Powell						2000	10	9	2000	10	31					North America			United States	California	Marin County	Inverness, top of Highland Way	-122.86065	38.08810	WGS1984				574.0000							Google Maps+GeoLocate	Josephine Burns	2019-05-14	Point placed on trail beyond Highland Way, error extended down to top of Highland Way.	2010-09-02	Gordon M. Nishida	2019-05-14	Josephine Burns					1	1				pin	PreservedSpecimen													Essig Museum of Entomology		blacklight			Powell Inverness Card Records	
EMEC400167	Drepanulatrix monicaria		Animalia	Arthropoda	Insecta	Pterygota	Lepidoptera	Glossata: Ditrysia	Geometridae	Geometroidea	Ennominae	Caberini		Drepanulatrix		monicaria			(Guenée, 1857)							EMEC		400167		Jerry A. Powell						2000	10	9	2000	10	31					North America			United States	California	Marin County	Inverness, top of Highland Way	-122.86065	38.08810	WGS1984				574.0000							Google Maps+GeoLocate	Josephine Burns	2019-05-14	Point placed on trail beyond Highland Way, error extended down to top of Highland Way.	2010-09-02	Gordon M. Nishida	2019-05-14	Josephine Burns					1	1				pin	PreservedSpecimen													Essig Museum of Entomology		blacklight			Powell Inverness Card Records	
EMEC400168	Drepanulatrix monicaria		Animalia	Arthropoda	Insecta	Pterygota	Lepidoptera	Glossata: Ditrysia	Geometridae	Geometroidea	Ennominae	Caberini		Drepanulatrix		monicaria			(Guenée, 1857)							EMEC		400168		Jerry A. Powell						2000	10	9	2000	10	31					North America			United States	California	Marin County	Inverness, top of Highland Way	-122.86065	38.08810	WGS1984				574.0000							Google Maps+GeoLocate	Josephine Burns	2019-05-14	Point placed on trail beyond Highland Way, error extended down to top of Highland Way.	2010-09-02	Gordon M. Nishida	2019-05-14	Josephine Burns					1	1				pin	PreservedSpecimen													Essig Museum of Entomology		blacklight			Powell Inverness Card Records	
EMEC400169	Drepanulatrix monicaria		Animalia	Arthropoda	Insecta	Pterygota	Lepidoptera	Glossata: Ditrysia	Geometridae	Geometroidea	Ennominae	Caberini		Drepanulatrix		monicaria			(Guenée, 1857)							EMEC		400169		Jerry A. Powell						2000	10	9	2000	10	31					North America			United States	California	Marin County	Inverness, top of Highland Way	-122.86065	38.08810	WGS1984				574.0000							Google Maps+GeoLocate	Josephine Burns	2019-05-14	Point placed on trail beyond Highland Way, error extended down to top of Highland Way.	2010-09-02	Gordon M. Nishida	2019-05-14	Josephine Burns					1	1				pin	PreservedSpecimen													Essig Museum of Entomology		blacklight			Powell Inverness Card Records	
EMEC40017	Apatania sorex		Animalia	Arthropoda	Insecta	Pterygota	Trichoptera		Apataniidae	Limnephiloidea	Apataniinae	Apataniini		Apatania		sorex			(Ross, 1941)		M. Myers					EMEC		40017		M. Hart						2000	5	21				CA: Nevada Co. Sagehen Cr. 7000 ft. V-21-00 M Hart	Apatania sorex 1 M det M. Myers 00			North America			United States	California	Nevada County	Sagehen Creek	-120.29111	39.43450	WGS1984				100.0000	2133.6000		7000'				GNIS+AcmeMapper+GeoLoca te	Gordon M. Nishida	2013-09-23	Point placed at contour line	2006-02-08	Patina Mendez	2016-07-13	Gordon M. Nishida				adult	1	1				fluid	PreservedSpecimen													Essig Museum of Entomology						
EMEC400170	Drepanulatrix monicaria		Animalia	Arthropoda	Insecta	Pterygota	Lepidoptera	Glossata: Ditrysia	Geometridae	Geometroidea	Ennominae	Caberini		Drepanulatrix		monicaria			(Guenée, 1857)							EMEC		400170		Jerry A. Powell						2000	10	9	2000	10	31					North America			United States	California	Marin County	Inverness, top of Highland Way	-122.86065	38.08810	WGS1984				574.0000							Google Maps+GeoLocate	Josephine Burns	2019-05-14	Point placed on trail beyond Highland Way, error extended down to top of Highland Way.	2010-09-02	Gordon M. Nishida	2019-05-14	Josephine Burns					1	1				pin	PreservedSpecimen													Essig Museum of Entomology		blacklight			Powell Inverness Card Records	
EMEC400171	Drepanulatrix monicaria		Animalia	Arthropoda	Insecta	Pterygota	Lepidoptera	Glossata: Ditrysia	Geometridae	Geometroidea	Ennominae	Caberini		Drepanulatrix		monicaria			(Guenée, 1857)							EMEC		400171		Jerry A. Powell						2000	10	9	2000	10	31					North America			United States	California	Marin County	Inverness, top of Highland Way	-122.86065	38.08810	WGS1984				574.0000							Google Maps+GeoLocate	Josephine Burns	2019-05-14	Point placed on trail beyond Highland Way, error extended down to top of Highland Way.	2010-09-02	Gordon M. Nishida	2019-05-14	Josephine Burns					1	1				pin	PreservedSpecimen													Essig Museum of Entomology		blacklight			Powell Inverness Card Records	
EMEC400172	Drepanulatrix monicaria		Animalia	Arthropoda	Insecta	Pterygota	Lepidoptera	Glossata: Ditrysia	Geometridae	Geometroidea	Ennominae	Caberini		Drepanulatrix		monicaria			(Guenée, 1857)							EMEC		400172		Jerry A. Powell						2000	10	9	2000	10	31					North America			United States	California	Marin County	Inverness, top of Highland Way	-122.86065	38.08810	WGS1984				574.0000							Google Maps+GeoLocate	Josephine Burns	2019-05-14	Point placed on trail beyond Highland Way, error extended down to top of Highland Way.	2010-09-02	Gordon M. Nishida	2019-05-14	Josephine Burns					1	1				pin	PreservedSpecimen													Essig Museum of Entomology		blacklight			Powell Inverness Card Records	
EMEC400173	Drepanulatrix monicaria		Animalia	Arthropoda	Insecta	Pterygota	Lepidoptera	Glossata: Ditrysia	Geometridae	Geometroidea	Ennominae	Caberini		Drepanulatrix		monicaria			(Guenée, 1857)							EMEC		400173		Jerry A. Powell						2000	10	9	2000	10	31					North America			United States	California	Marin County	Inverness, top of Highland Way	-122.86065	38.08810	WGS1984				574.0000							Google Maps+GeoLocate	Josephine Burns	2019-05-14	Point placed on trail beyond Highland Way, error extended down to top of Highland Way.	2010-09-02	Gordon M. Nishida	2019-05-14	Josephine Burns					1	1				pin	PreservedSpecimen													Essig Museum of Entomology		blacklight			Powell Inverness Card Records	
EMEC400174	Drepanulatrix monicaria		Animalia	Arthropoda	Insecta	Pterygota	Lepidoptera	Glossata: Ditrysia	Geometridae	Geometroidea	Ennominae	Caberini		Drepanulatrix		monicaria			(Guenée, 1857)							EMEC		400174		Jerry A. Powell						2000	10	9	2000	10	31					North America			United States	California	Marin County	Inverness, top of Highland Way	-122.86065	38.08810	WGS1984				574.0000							Google Maps+GeoLocate	Josephine Burns	2019-05-14	Point placed on trail beyond Highland Way, error extended down to top of Highland Way.	2010-09-02	Gordon M. Nishida	2019-05-14	Josephine Burns					1	1				pin	PreservedSpecimen													Essig Museum of Entomology		blacklight			Powell Inverness Card Records	
EMEC400175	Drepanulatrix monicaria		Animalia	Arthropoda	Insecta	Pterygota	Lepidoptera	Glossata: Ditrysia	Geometridae	Geometroidea	Ennominae	Caberini		Drepanulatrix		monicaria			(Guenée, 1857)							EMEC		400175		Jerry A. Powell						2000	10	9	2000	10	31					North America			United States	California	Marin County	Inverness, top of Highland Way	-122.86065	38.08810	WGS1984				574.0000							Google Maps+GeoLocate	Josephine Burns	2019-05-14	Point placed on trail beyond Highland Way, error extended down to top of Highland Way.	2010-09-02	Gordon M. Nishida	2019-05-14	Josephine Burns					1	1				pin	PreservedSpecimen													Essig Museum of Entomology		blacklight			Powell Inverness Card Records	
EMEC400176	Drepanulatrix monicaria		Animalia	Arthropoda	Insecta	Pterygota	Lepidoptera	Glossata: Ditrysia	Geometridae	Geometroidea	Ennominae	Caberini		Drepanulatrix		monicaria			(Guenée, 1857)							EMEC		400176		Jerry A. Powell						2000	10	9	2000	10	31					North America			United States	California	Marin County	Inverness, top of Highland Way	-122.86065	38.08810	WGS1984				574.0000							Google Maps+GeoLocate	Josephine Burns	2019-05-14	Point placed on trail beyond Highland Way, error extended down to top of Highland Way.	2010-09-02	Gordon M. Nishida	2019-05-14	Josephine Burns					1	1				pin	PreservedSpecimen													Essig Museum of Entomology		blacklight			Powell Inverness Card Records	
EMEC400177	Drepanulatrix monicaria		Animalia	Arthropoda	Insecta	Pterygota	Lepidoptera	Glossata: Ditrysia	Geometridae	Geometroidea	Ennominae	Caberini		Drepanulatrix		monicaria			(Guenée, 1857)							EMEC		400177		Jerry A. Powell						2000	10	9	2000	10	31					North America			United States	California	Marin County	Inverness, top of Highland Way	-122.86065	38.08810	WGS1984				574.0000							Google Maps+GeoLocate	Josephine Burns	2019-05-14	Point placed on trail beyond Highland Way, error extended down to top of Highland Way.	2010-09-02	Gordon M. Nishida	2019-05-14	Josephine Burns					1	1				pin	PreservedSpecimen													Essig Museum of Entomology		blacklight			Powell Inverness Card Records	
EMEC400178	Drepanulatrix monicaria		Animalia	Arthropoda	Insecta	Pterygota	Lepidoptera	Glossata: Ditrysia	Geometridae	Geometroidea	Ennominae	Caberini		Drepanulatrix		monicaria			(Guenée, 1857)							EMEC		400178		Jerry A. Powell						2000	10	9	2000	10	31					North America			United States	California	Marin County	Inverness, top of Highland Way	-122.86065	38.08810	WGS1984				574.0000							Google Maps+GeoLocate	Josephine Burns	2019-05-14	Point placed on trail beyond Highland Way, error extended down to top of Highland Way.	2010-09-02	Gordon M. Nishida	2019-05-14	Josephine Burns					1	1				pin	PreservedSpecimen													Essig Museum of Entomology		blacklight			Powell Inverness Card Records	
EMEC400179	Drepanulatrix monicaria		Animalia	Arthropoda	Insecta	Pterygota	Lepidoptera	Glossata: Ditrysia	Geometridae	Geometroidea	Ennominae	Caberini		Drepanulatrix		monicaria			(Guenée, 1857)							EMEC		400179		Jerry A. Powell						2000	10	9	2000	10	31					North America			United States	California	Marin County	Inverness, top of Highland Way	-122.86065	38.08810	WGS1984				574.0000							Google Maps+GeoLocate	Josephine Burns	2019-05-14	Point placed on trail beyond Highland Way, error extended down to top of Highland Way.	2010-09-02	Gordon M. Nishida	2019-05-14	Josephine Burns					1	1				pin	PreservedSpecimen													Essig Museum of Entomology		blacklight			Powell Inverness Card Records	
EMEC400180	Drepanulatrix monicaria		Animalia	Arthropoda	Insecta	Pterygota	Lepidoptera	Glossata: Ditrysia	Geometridae	Geometroidea	Ennominae	Caberini		Drepanulatrix		monicaria			(Guenée, 1857)							EMEC		400180		Jerry A. Powell						2000	9	2								North America			United States	California	Marin County	Inverness, top of Highland Way	-122.86065	38.08810	WGS1984				574.0000							Google Maps+GeoLocate	Josephine Burns	2019-05-14	Point placed on trail beyond Highland Way, error extended down to top of Highland Way.	2010-09-02	Gordon M. Nishida	2019-05-14	Josephine Burns					1	1				pin	PreservedSpecimen													Essig Museum of Entomology		blacklight			Powell Inverness Card Records	
EMEC400181	Drepanulatrix monicaria		Animalia	Arthropoda	Insecta	Pterygota	Lepidoptera	Glossata: Ditrysia	Geometridae	Geometroidea	Ennominae	Caberini		Drepanulatrix		monicaria			(Guenée, 1857)							EMEC		400181		Jerry A. Powell						2000	10	22								North America			United States	California	Marin County	Inverness Ridge, Lower Bay View Trail	-122.85781	38.05616	WGS1984				734.0000							GeoLocate	Gordon M. Nishida	2016-10-19	Point placed at midpoint of linear element, error is half the extent	2010-09-02	Gordon M. Nishida	2016-10-26	Gordon M. Nishida					1	1				pin	PreservedSpecimen													Essig Museum of Entomology		blacklight trap			Powell Inverness Card Records	
EMEC400182	Drepanulatrix monicaria		Animalia	Arthropoda	Insecta	Pterygota	Lepidoptera	Glossata: Ditrysia	Geometridae	Geometroidea	Ennominae	Caberini		Drepanulatrix		monicaria			(Guenée, 1857)							EMEC		400182		Jerry A. Powell						2000	10	22								North America			United States	California	Marin County	Inverness Ridge, Lower Bay View Trail	-122.85781	38.05616	WGS1984				734.0000							GeoLocate	Gordon M. Nishida	2016-10-19	Point placed at midpoint of linear element, error is half the extent	2010-09-02	Gordon M. Nishida	2016-10-26	Gordon M. Nishida					1	1				pin	PreservedSpecimen													Essig Museum of Entomology		blacklight trap			Powell Inverness Card Records	
EMEC400183	Drepanulatrix monicaria		Animalia	Arthropoda	Insecta	Pterygota	Lepidoptera	Glossata: Ditrysia	Geometridae	Geometroidea	Ennominae	Caberini		Drepanulatrix		monicaria			(Guenée, 1857)							EMEC		400183		Jerry A. Powell						2000	10	22								North America			United States	California	Marin County	Inverness Ridge, Lower Bay View Trail	-122.85781	38.05616	WGS1984				734.0000							GeoLocate	Gordon M. Nishida	2016-10-19	Point placed at midpoint of linear element, error is half the extent	2010-09-02	Gordon M. Nishida	2016-10-26	Gordon M. Nishida					1	1				pin	PreservedSpecimen													Essig Museum of Entomology		blacklight trap			Powell Inverness Card Records	
EMEC400184	Drepanulatrix monicaria		Animalia	Arthropoda	Insecta	Pterygota	Lepidoptera	Glossata: Ditrysia	Geometridae	Geometroidea	Ennominae	Caberini		Drepanulatrix		monicaria			(Guenée, 1857)							EMEC		400184		Jerry A. Powell						2000	10	22								North America			United States	California	Marin County	Inverness Ridge, Upper Bay View Trail	-122.84315	38.05909	WGS1984				641.0000							GeoLocate	Gordon M. Nishida	2016-10-19	Point placed at midpoint of linear element, error is half the extent	2010-09-02	Gordon M. Nishida	2016-11-01	Gordon M. Nishida					1	1				pin	PreservedSpecimen													Essig Museum of Entomology		blacklight trap			Powell Inverness Card Records	
EMEC400185	Drepanulatrix monicaria		Animalia	Arthropoda	Insecta	Pterygota	Lepidoptera	Glossata: Ditrysia	Geometridae	Geometroidea	Ennominae	Caberini		Drepanulatrix		monicaria			(Guenée, 1857)							EMEC		400185		Jerry A. Powell						2000	10	22								North America			United States	California	Marin County	Inverness Ridge, Upper Bay View Trail	-122.84315	38.05909	WGS1984				641.0000							GeoLocate	Gordon M. Nishida	2016-10-19	Point placed at midpoint of linear element, error is half the extent	2010-09-02	Gordon M. Nishida	2016-11-01	Gordon M. Nishida					1	1				pin	PreservedSpecimen													Essig Museum of Entomology		blacklight trap			Powell Inverness Card Records	
EMEC400186	Drepanulatrix monicaria		Animalia	Arthropoda	Insecta	Pterygota	Lepidoptera	Glossata: Ditrysia	Geometridae	Geometroidea	Ennominae	Caberini		Drepanulatrix		monicaria			(Guenée, 1857)							EMEC		400186		Jerry A. Powell						2000	10	22								North America			United States	California	Marin County	Inverness Ridge, Upper Bay View Trail	-122.84315	38.05909	WGS1984				641.0000							GeoLocate	Gordon M. Nishida	2016-10-19	Point placed at midpoint of linear element, error is half the extent	2010-09-02	Gordon M. Nishida	2016-11-01	Gordon M. Nishida					1	1				pin	PreservedSpecimen													Essig Museum of Entomology		blacklight trap			Powell Inverness Card Records	
EMEC400187	Drepanulatrix monicaria		Animalia	Arthropoda	Insecta	Pterygota	Lepidoptera	Glossata: Ditrysia	Geometridae	Geometroidea	Ennominae	Caberini		Drepanulatrix		monicaria			(Guenée, 1857)							EMEC		400187		Jerry A. Powell						2000	10	22								North America			United States	California	Marin County	Inverness Ridge, Upper Bay View Trail	-122.84315	38.05909	WGS1984				641.0000							GeoLocate	Gordon M. Nishida	2016-10-19	Point placed at midpoint of linear element, error is half the extent	2010-09-02	Gordon M. Nishida	2016-11-01	Gordon M. Nishida					1	1				pin	PreservedSpecimen													Essig Museum of Entomology		blacklight trap			Powell Inverness Card Records	
